We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.
All submitters of data may be contacted directly via www.gisaid.org
Accession ID	Virus name	Location	Collection date	Originating lab	Submitting lab	Authors
EPI_ISL_417534	hCoV-19/Luxembourg/LNS0158952/2020	Europe / Luxembourg	2020-03-18	Laboratoire Nationale de Santé, Microbiology, Virology	Laboratoire Nationale de Santé, Microbiology, Epidemiology and Microbial Genomics	Anke Wienecke-Baldacchino, Ardashel Latsuzbaia, Jessica Tapp, Catherine Ragimbeau, Guillaume Fournier, Tamir Abdelrahman, Trung Nguyen Nguyen, Joel Mossong
EPI_ISL_418866	hCoV-19/USA/WA-UW298/2020	North America / USA / Washington	2020-03-13	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_417535	hCoV-19/Iceland/1/2020	Europe / Iceland / Reykjavik	2020-03-13	deCODE genetics	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
EPI_ISL_417532	hCoV-19/Luxembourg/LNS8489624/2020	Europe / Luxembourg	2020-03-18	Laboratoire Nationale de Santé, Microbiology, Virology	Laboratoire Nationale de Santé, Microbiology, Epidemiology and Microbial Genomics	Anke Wienecke-Baldacchino, Ardashel Latsuzbaia, Jessica Tapp, Catherine Ragimbeau, Guillaume Fournier, Tamir Abdelrahman, Trung Nguyen Nguyen, Joel Mossong
EPI_ISL_418864	hCoV-19/USA/VA-DCLS-0001/2020	North America / USA / Virginia	2020-03-17	VA DCLS	VA DCLS	DCLS
EPI_ISL_417533	hCoV-19/Luxembourg/LNS6282845/2020	Europe / Luxembourg	2020-03-18	Laboratoire Nationale de Santé, Microbiology, Virology	Laboratoire Nationale de Santé, Microbiology, Epidemiology and Microbial Genomics	Anke Wienecke-Baldacchino, Ardashel Latsuzbaia, Jessica Tapp, Catherine Ragimbeau, Guillaume Fournier, Tamir Abdelrahman, Trung Nguyen Nguyen, Joel Mossong
EPI_ISL_418863	hCoV-19/Belgium/VS-030542/2020	Europe / Belgium / Komen	2020-03-05	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen, Joan Marti-Carreras, Tony Wawina, Piet Maes
EPI_ISL_417538	hCoV-19/Iceland/104/2020	Europe / Iceland / Reykjavik	2020-03-17	deCODE genetics	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
EPI_ISL_417539	hCoV-19/Iceland/11/2020	Europe / Iceland / Reykjavik	2020-03-16	deCODE genetics	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
EPI_ISL_418869	hCoV-19/USA/WA-UW301/2020	North America / USA / Washington	2020-03-16	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_417536	hCoV-19/Iceland/10/2020	Europe / Iceland / Reykjavik	2020-03-16	deCODE genetics	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
EPI_ISL_418868	hCoV-19/USA/WA-UW300/2020	North America / USA / Washington	2020-03-13	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_417537	hCoV-19/Iceland/100/2020	Europe / Iceland / Reykjavik	2020-03-16	deCODE genetics	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
EPI_ISL_418867	hCoV-19/USA/WA-UW299/2020	North America / USA / Washington	2020-03-13	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_417529	hCoV-19/Luxembourg/LNS5731562/2020	Europe / Luxembourg	2020-03-18	Laboratoire Nationale de Santé, Microbiology, Virology	Laboratoire Nationale de Santé, Microbiology, Epidemiology and Microbial Genomics	Anke Wienecke-Baldacchino, Ardashel Latsuzbaia, Jessica Tapp, Catherine Ragimbeau, Guillaume Fournier, Tamir Abdelrahman, Trung Nguyen Nguyen, Joel Mossong
EPI_ISL_404228	hCoV-19/Zhejiang/WZ-02/2020	Asia / China / Zhejiang	2020-01-17	Zhejiang Provincial Center for Disease Control and Prevention	Department of Microbiology, Zhejiang Provincial Center for Disease Control and Prevention	Yanjun Zhang, Yin Chen, Haiyan Mao, Junhang Pan, Xiuyu Lou, Yiyu Lu, Juying Yan, Hanping Zhu, Jian Gao, Yan Feng, Yi Sun, Hao Yan, Zhen Li, Yisheng Sun, Liming Gong, Qiong Ge, Wen Shi, Xinying Wang, Wenwu Yao, Zhangnv Yang, Fang Xu, Chen Chen, Enfu Chen, Zhen Wang, Zhiping Chen, Jianmin Jiang, Chonggao Hu
EPI_ISL_404227	hCoV-19/Zhejiang/WZ-01/2020	Asia / China / Zhejiang	2020-01-16	Zhejiang Provincial Center for Disease Control and Prevention	Department of Microbiology, Zhejiang Provincial Center for Disease Control and Prevention	Yin Chen, Yanjun Zhang, Haiyan Mao, Junhang Pan, Xiuyu Lou, Yiyu Lu, Juying Yan, Hanping Zhu, Jian Gao, Yan Feng, Yi Sun, Hao Yan, Zhen Li, Yisheng Sun, Liming Gong, Qiong Ge, Wen Shi, Xinying Wang, Wenwu Yao, Zhangnv Yang, Fang Xu, Chen Chen, Enfu Chen, Zhen Wang, Zhiping Chen, Jianmin Jiang, Chonggao Hu
EPI_ISL_418891	hCoV-19/USA/WA-UW324/2020	North America / USA / Washington	2020-03-24	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_417560	hCoV-19/Iceland/232/2020	Europe / Iceland / Reykjavik	2020-03-17	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
EPI_ISL_417563	hCoV-19/Iceland/235/2020	Europe / Iceland / Reykjavik	2020-03-16	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
EPI_ISL_418895	hCoV-19/USA/CT-UW328/2020	North America / USA / Connecticut	2020-03-14	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_417564	hCoV-19/Iceland/236/2020	Europe / Iceland / Reykjavik	2020-03-17	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
EPI_ISL_417561	hCoV-19/Iceland/233/2020	Europe / Iceland / Reykjavik	2020-03-17	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
EPI_ISL_417562	hCoV-19/Iceland/234/2020	Europe / Iceland / Reykjavik	2020-03-17	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
EPI_ISL_417567	hCoV-19/Iceland/239/2020	Europe / Iceland / Reykjavik	2020-03-17	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
EPI_ISL_417568	hCoV-19/Iceland/240/2020	Europe / Iceland / Reykjavik	2020-03-17	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
EPI_ISL_417565	hCoV-19/Iceland/237/2020	Europe / Iceland / Reykjavik	2020-03-17	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
EPI_ISL_417566	hCoV-19/Iceland/238/2020	Europe / Iceland / Reykjavik	2020-03-17	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
EPI_ISL_417569	hCoV-19/Iceland/241/2020	Europe / Iceland / Reykjavik	2020-03-17	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
EPI_ISL_404253	hCoV-19/USA/IL1/2020	North America / USA / Illinois / Chicago	2020-01-21	IL Department of Public Health Chicago Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention	Ying Tao, Krista Queen, Clinton R. Paden, Jing Zhang, Yan Li, Anna Uehara, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Shifaq Kamili, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong
EPI_ISL_417552	hCoV-19/Iceland/2/2020	Europe / Iceland / Reykjavik	2020-03-16	deCODE genetics	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
EPI_ISL_418884	hCoV-19/USA/WA-UW317/2020	North America / USA / Washington	2020-03-15	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_417553	hCoV-19/Iceland/220/2020	Europe / Iceland / Reykjavik	2020-03-16	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
EPI_ISL_418883	hCoV-19/USA/WA-UW316/2020	North America / USA / Washington	2020-03-14	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger
EPI_ISL_417550	hCoV-19/Iceland/184/2020	Europe / Iceland / Reykjavik	2020-03-16	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson
